CRIMINAL_OFFENCE_CODE;STATE_ID;DEFINITION
T11ML;36;The definition of money laundering in the CC of Serbia:  (1) Whoever converts or transfers property while aware that such property originates from a criminal offence, with intent to conceal or misrepresent the unlawful origin of the property, or conceals and misrepresents facts on the property while aware that such property originates from a criminal offence, or obtains, keeps or uses property with  foreknowledge, at the moment of receiving, that such property originates from a criminal offence, shall be punished by imprisonment of from six months to five years and a fine.  (2) If the amount of money or property referred to in paragraphs 1 of this Article exceeds one million five hundred thousand dinars, the offender shall be punished by imprisonment of one to ten years and a fine.  (3) Whoever commits the criminal offence referred to in paragraph 1 and 2 of this Article with assets obtained by himself that originate from a criminal offence, shall be punished with the penalties prescribed in paragraph 1 and 2 of this Article.  (4) Whoever commits in a group criminal offences referred to in paragraph 1 and 2 of this Article, shall be punished with imprisonment of from two to twelve years and a fine.  (5) Whoever commits the offences referred to in paragraph 1 and 2 of this Article, and could have been aware or should have been aware that the money or assets represent proceeds from crime, shall be punished by imprisonment of up to three years.  (6) The responsible officer in a legal person who commits the offence referred to in paragraphs 1 through 3 and 5 of this Article shall be punished by the penalty stipulated for that offence, if aware, or should have been aware that the money or assets represents proceeds from crime.  (7) The money and property referred to in paragraphs 1 through 6 of this Article shall be seized.
T11ML;37;Data refer only to registered offences of “Legalisation of the Proceeds of Crime”, as a specific section of the Slovak Criminal Code.
T11ML;39;Data on money laundering refer to arts. 301 and 302 of the Spanish Criminal Code: Money laundering.
T11ML;43;When statistics for money laundering were avialable, it is unclear what exactly was included.
T11FR;3;The definition of fraud in Armenian criminal code and consequently the statistics covers fraud all areas, including subsidy fraud and fraud involving welfare payments.
T11FR;4;included: §§ 146, 147, 148, 150 StGB  Consuming goods or service is included as long it´s not theft.
T11FR;6;It concerns : deception, deceitful bankrupt, abuse od social capital, offence concerning the state of bankruptcy, bounced cheques, swindle, private corruption, embezzlement and deceptive destruction
T11FR;8;Both police and conviction statistics include the so-called “document fraud” – fraud by forging a document or by using a forged document. All other cases of forgery of documents are excluded.
T11FR;9;This edition includes two additional separate offences that cover fraudelent behavior - Economic Fraud and Fraud in the Performance of a Duty. These two types of fraud fit well under the general definition of fraud provided in the questionnaire. However, since they were not included in the 4th edition of ESB the data for 2007 cannot correlate.
T11FR;13;PC §209.
T11FR;17;Welfare payments: There is no separate offence of “fraud involving welfare payments”. Therefore, this form of fraud is considered general fraud and cannot be excluded from the figures on convictions level. On police level, it can be excluded because of the criminological categories police statistics make use of.    Consuming goods or services: According to the legal concept of fraud in Germany, these actions are considered general fraud under certain circumstances. Therefore, this category is only partially excluded from the data. If an offender with the intent not to pay orders goods or services from a person in a situation in which ordering something implies that the customer is able and willing to pay (e.g. ordering a meal in a restaurant), this is a deception and considered fraud. Only if there is no one deceived at least that way, the offence committed is not considered fraud (e.g. using public transport without a ticket).
T11FR;23;Fraud, by the penal code of Kosovo article 261 and includes the following criterias:    (1) Whoever, with the intent to obtain a material benefit for himself, herself or another  person, deceives another person or keeps such person in deception by means of a false  representation or by concealing facts and thereby induces such person to do or abstain from  doing an act to the detriment of his or her property or another person’s property shall be  punished by a fine or by imprisonment of up to three years.  (2) When the offence provided for in paragraph 1 of the present article results in damage  exceeding 15.000 EUR, the perpetrator shall be punished by imprisonment of six months to  five years.
T11FR;25;Statistical data comprise the art. 182 of CC.
T11FR;36;The definition of the criminal offence fraud in the Serbian CC:  (1) Whoever with intent to acquire unlawful material gain for himself or another by false presentation or concealment of facts deceives another or maintains such deception and thus induces such person to act or not to act, all to the detriment of his or another’s property, shall be punished with imprisonment of six months to five years and a fine.  (2) Whoever commits the offence referred to in paragraph 1 of this Article only with intent to cause damage to another, shall be punished with imprisonment from six months, and a fine.  (3) If by the offence referred to in paragraph 1 and 2 of this Article material gain is acquired or damages caused exceeding four hundred and fifty thousand dinars in value, the offender shall be punished with imprisonment of one to eight years, and a fine.  (4) If by the offence referred to in paragraph 1 and 2 of this Article material gain is acquired or damages caused exceeding million five hundred thousand dinars in value, the offender shall be punished with imprisonment of two to ten years, and a fine.
T11FR;37;Credit fraud is included. “Credit fraud” occurs when a person elicits a credit or procurement of a credit from another person by giving him false information concerning the terms of the granting or repayment of such credit, and thus causes him damage.
T11FR;39;Data on fraud refer to arts. 248 to 251, 282 bis and 286 of the Spanish Criminal Code, that include:  -FRAUD SWINDLING  -SWINDLING USING CREDIT OR DEBIT CARDS, OR TRAVELLER'S CHEQUES  -SWINDLING OF INVESTORS OR DEPOSITORS  -OTHERS FRAUDS  -ELECTRICITY THEFT AND THE LIKE  -FRAUDULENT ACCESS TO SERVICES BROADCASTING / TV / OTHER
T11FR;41;Swiss law fraud - art. 146 Penal Code trick is necessary
T11BD;2;All the thefts under the convictions statistics are including under the same article, 134 of penal code except the theft of energy, telephone and banks
T11BD;3;There is no definition of domestic burglary in the Armenian Criminal code and also no statistics on this issue.
T11BD;4;"included: categories of special statistics on criminological aspects (""ED in Wohnungen, ED in Einfamilienhäuser, ED in Zweitwohnsitze oder abgelegene Objekte, ED in vom Wohnraum getrennte Nebenräume"")"
T11BD;8;There are no available police and conviction statistics on domestic burglary.
T11BD;9;"Croatian Criminal Code does not specifically incriminate domestic burglary (but includes it within the general notion of burglary, i.e. as one form of Aggravated Theft). Therefore, for the reasons already explained in the previous comment box, data on convictions that involve domestic burglaries could not have been obtained.  Police, on the other hand, gathers data on burglaries of houses, flats, weekend-houses and other objects; thus it was possible to obtain police statistics for domestic buglaries ( thefts from houses, flats and weekend-houses)."
T11BD;13;'Theft from an attic or basement in a multi-dwelling building' - As a rule, excluded, but sometimes may be included (the distinction between different kind of rooms is not always clear).  'Domestic burglary' is not distinguished in conviction statistics (it is covered by 'theft' PC §199).
T11BD;14;Burglary is a special category separated from theft in police statistics only, it is not based on Finnish criminal code. Therefore burglary as a conviction does not exist as such
T11BD;15;theft from an attic or basement in a multi-dwelling building cannot be separated from burglaries in garage, barn, stable…
T11BD;17;Regarding the legal definition, “theft from an attic or basement in a multi-dwelling building” is not considered domestic burglary and is therefore excluded from conviction data.
T11BD;19;There is no such category in our statistics
T11BD;20;Theft from a detached garage, shed, barn or stable : Since domestic burglary is not dfined separately in the criminal law is can only be classified by location, barn, shed, garage etc can and often are classified as part of the home.
T11BD;24;Domestic burglary not specified separately and thus does not appear in the statistics
T11BD;30;This is any theft from a private dwelling. Therefore it is not necessarily a subset of Aggravated theft/Burglary.   No statistics available in conviction statistics.
T11BD;32;There is no data for domestic burglary in conviction statistics.
T11BD;33;The theft from a fenced meadow/comound is probably excluded, although the rules on crime recording by the police do not consider these situations.
T11BD;36;In the conviction statistics, there are no separate data for domestic burglary. As burglary, it is treated as an aggravated theft and the data are given within the data on robbery.
T11BD;39;Data on domestic burglary refer to arts. 238 and 242  of the Spanish Criminal Code, that include Stealing with force in a household.
T11BD;41;Conviction idem above
T11BD;43;These statistics were not available for convictions (separately)
T11BD;44;Domestic burglary is one type of ‘aggravated theft’ (Article 186 of the Criminal Code of Ukraine)
T11BD;47;"In Scotland the term ""burglary"" is not used. Instead we refer to ""housebreaking"". The definition of housebreaking differs to burglary in that entry needs to be forced or through a non-standard entrance (e.g. a window). Where there is a theft/attempted theft from a dwelling and entry is not forced (e.g. the offender had legitimate access to the dwelling or entered under false pretences or thorugh an unlocked door) the term used is ""theft in a dwelling""."
T11BU;2;There is no possible to distinguish burglary from the theft at the convicted statistics.
T11BU;3;"In Armenia some types of burglary are known as ""aggravated theft"" or ""aggravated robbery"", however the statistical data is not possible to separate from the total number of thefts and robberies."
T11BU;4;included: § 129 StGB
T11BU;6;Burglaries concern  - residences  - companies or stores  - public or government institutes
T11BU;8;There are no available police and conviction statistics on burglary.
T11BU;9;Conviction statistics generally follow criminal offences (by articles and paragraphs) as specified in the Criminal Code. Since art. 217. paragraph 1 (which generally covers burglaries) does not distinguish between different types of objects from which a perpetrator steals, it was not possible to exclude from conviction statistics thefts from cars and other specified objects.
T11BU;11;"no ""aggravated"" theft, but just the theft committed in a particular way"
T11BU;13;Covered by PC §199.   As burglaries are not distinguished in the PC, it is not possible to give data on such offences. Offence committed by intrusion (illegal entry into a building, room, vehicle or enclosed area of another against the will of the possessor) are distinguished, but such offences may not include use of force (e.g, entering through an unlocked door or an open window).  In the police statistics, it would be possible to distinguish by an object of theft, but there are no such data on burglaries only.  Not distinguished in conviction statistics (it is covered by 'theft' PC §199).
T11BU;14;Burglary is a special category separated from theft in police statistics only, it is not based on Finnish criminal code. Therefore burglary as a conviction does not exist as such
T11BU;15;Burglary (“vol avec effraction”) is an aggravated theft but all aggravated theft cannot be considered as burglaries. They also include some robberies, theft committed by several offenders, theft by public servants or offenders using false quality of public servants, theft in public transports, and theft with criminal damage…
T11BU;16;According the Penal Code any burglary is aggrovated theft
T11BU;17;On the level of police statistics the definition cannot be fully met as police statistics do not indicate  whether the building or room was entered illegaly or legally. Figures relate to aggravated theft in and out of certain buildings / rooms.    Regarding the legal definition, theft out of cars is considered burglary (aggravated theft), too, and can therefore not be excluded from conviction data.
T11BU;23;"Burglary by the penal code of Kosovo it is called Aggravated Theft, Article 253 and includes the following criterias: By breaking into locked buildings, rooms, boxes, trunks or other locked premises through the use of force or the removal of obstacles with the intent to appropriate movable property, 2) By acting in a particularly dangerous or brazen manner; 3) By exploiting a situation created as a result of fire, flood, earthquake, or any other disaster; or 4) By taking advantage of the incapacity or any other grave condition of another person. Whoever commits theft, as provided for in Article 252(1), shall be punished as provided for in paragraph 1 of the present article: 1) When the stolen property is of a value exceeding 15.000 EUR and the perpetrator acts with the intent to appropriate the object of such value; 2) When the stolen property serves a religious function, or it is stolen from religious premises or other premises where religious ceremonies are carried out; 3) When the stolen property is of cultural value or of special scientific, technical, or artistic importance or when it is part of a public collection, a protected private collection or a public exhibition Whoever commits theft, as provided for in Article 252(1) of the present Code, as a member of a group or while carrying a weapon or dangerous instrument shall be punished by imprisonment of one to eight years."
T11BU;24;Burglary considered type of a theft “if it has been committed by entering a apartment or other premises, or if it has been committed from a storage facility, from a system connecting storage facilities, or from a means of transport” (Latvian Criminal Law, Section 175, p.3).  If act normally considered as burglary is committed in large amounts or by an organized group, as well as gaining access with the goal of stealing drugs or weapons, it does not appear as burglary and is handled according to other (harsher) sections of the criminal law
T11BU;25;Burglary according to Lithuanian Criminal Code (Art. 178.2) is an aggravated theft. But there is no difference whether the burglary is domestic or not. However, the statistics of domestic burglaries is available.
T11BU;30;The concept of ‘burglary’ is not known in Dutch criminal law. Instead ‘aggravated theft’ is taken which is much broader (e.g. theft committed by two or more offenders is also aggravated theft).  No statistics available in police statistics
T11BU;33;The theft from a fenced meadow/comound is probably excluded, although the rules on crime recording by the police do not consider these situations.
T11BU;36;Burglary is included in the conviction statistics as aggravated theft, which is given within the data on robbery and not as a separate data.
T11BU;39;no data available
T11BU;41;Convictions no data no differtention theft - robbery
T11BU;43;These statistics were not available for convictions (separately).
T11BU;44;The concept does not apply
T11BU;47;"In Scotland the term ""burglary"" is not used. Instead we refer to ""housebreaking"". The definition of housebreaking differs to burglary in that entry needs to be forced or through a non-standard entrance (e.g. a window). Where there is a theft/attempted theft from a dwelling and entry is not forced (e.g. the offender had legitimate access to the dwelling or entered under false pretences or thorugh an unlocked door) the term used is ""theft in a dwelling""."
T11TV;4;joyriding is excluded since it is not considered to be theft (no intend to enrichment)    Theft offences of motor vehicles are not explicitly reported in the figures of the conviction statistics but are included in the general figures of theft.
T11TV;6;Vehicle theft with violence (with or without the use of weapons) are also taken int account
T11TV;11;joyriding is part of separate crime under Section 207 Unauthorised Use of a Stranger’s Item: Whoever takes possession of a stranger’s item of not negligible value or a motor vehicle with the intention of temporary use...
T11TV;12;Motorcycles includes scooters.   Theft of motorboats includes sailing boats and aircrafts.
T11TV;13;Covered by PC §199 and §215.  Police statistics: include PC §199 (theft) and §215 (temporary unauthorised use of movable property of another - here motor vehicles only).   Court statistics: as vehicle-related offences are not distinguished in the PC, it is not possible to give data on such offences, both in cases of §199 and §215.
T11TV;16;according Georgian penal code joyriding is a thief from 2008
T11TV;17;Definition can only be met by using criminological characteristics listed in the police statistics. Since this is not an offence separately identifiable in German criminal law, data for conviction level are not available.
T11TV;23;Taking a motor vehicle by somebody by force by Kosovo Penal Code it is robbery.
T11TV;24;No special articles in the Latvian Criminal Law and criminal statistics concerning theft of motor vehicles – such offences included into the general definition of theft  Receiving/handling a stolen vehicle is a separate type of offence regardless of the stolen property being handled
T11TV;30;No statistics available in conviction statistics.
T11TV;32;There is no data for theft of a motor vehicle in conviction statistics.
T11TV;35;Joyriding is treated under Article 166 of Russian Criminal Code “ Illegal acquisition of a motor vehicle without theft intent”
T11TV;36;In the Criminal Code of the Republic of Serbia there is no separate criminal offence called theft of a motor vehicle, rather the criminal offence called Unauthorised Use of Another’s Vehicle. Hence, in the conviction statistics, theft of a motor vehicle is treated as a criminal offence of theft, there is no separate data on this. In the police statistics, theft of a motor vehicle is given separately within the part on the data about the theft.
T11TV;39;"Data on theft of a motor vehicle refer to arts. 244 to 252 of the Spanish Criminal Code: (a) stealing a motor vehicle or moped without forced entry/without violence or intimidation against persons; (b) stealing a motor vehicle or moped with forced entry/with violence or intimidation against persons; (c) misappropriation of a motor vehicle or moped."
T11TV;43;These statistics were not available for conviction (separately)
T11TV;44;Closest for this definition is Article 289 of the Criminal Code of Ukraine - Unlawful appropriation of a vehicle.   1. Unlawful appropriation of a vehicle,     2. The same actions committed by a group of persons upon their prior conspiracy, or repeated, or accompanied with violence dangerous to the victim's life or health, or with threats of such violence, or committed upon entering into a residence or any other shelter, or where they caused a significant pecuniary damage to the victim, -    3. Any such acts as provided for by paragraph 1 or 2 of this Article, committed by an organized group or accompanied with violence dangerous to the victim's life or health, or threats of such violence, or if they caused heavy property damage, -    A person shall be discharged from criminal liability, if that person committed for the first time any actions provided for by this Article (except in cases of unlawful appropriation of a vehicle accompanied with violence against the victim or any threats of such violence) and voluntarily reported it to law enforcement authorities, returned the vehicle to its owner and fully repaired the losses inflicted.
